SMILES
c1(c(c(c(c(c1)[C@@H]1CC(=NN1)/C(=C/C=C/Oc1ccc(cc1)OCC)/C)Br)Br)O)O
COc1ccc(cc1)C1=NN([C@@H](C1)c1cc(c(c(c1Br)Br)O)O)C(=S)N
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=O)CCCCC)c1ccccc1)O)O
c1(c(c(c(c(c1)[C@H]1CC(=NN1)/C(=C/C=C/Oc1ccc(cc1)OCC)/C)Br)Br)O)O
c1ccc2c(c1)cc(cc2)/C=C(\F)/S(=O)(=O)CCN1C(=O)c2c(C1=O)cccc2
c1c(c(cc(c1)[C@H]1CC(=NN1C(=O)CCC)c1ccc(cc1)OC)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=O)CCC)c1ccc(cc1)OC)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=O)CCC)c1ccc(cc1)O)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C(=S)N)c1ccc(cc1)Oc1ccc(cc1)OCC)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=S)N)c1ccc(cc1)Oc1ccc(cc1)OCC)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C(=S)N)c1ccc(cc1)OC)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=S)N)c1ccc(cc1)OC)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C=O)c1ccc(cc1)Oc1ccccc1)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C=O)c1ccc(cc1)Oc1ccccc1)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C(=O)C)c1ccc(cc1)Oc1ccccc1)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=O)C)c1ccc(cc1)Oc1ccccc1)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C(=O)CCC)c1ccc(cc1)Oc1ccccc1)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C(=S)N)c1ccc(cc1)Oc1ccccc1)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=S)N)c1ccc(cc1)Oc1ccccc1)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=S)N)c1ccc(cc1)Oc1ccc(cc1)C(C)(C)C)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C1=NC(=O)CS1)c1ccccc1)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C1=NC(=O)CS1)c1ccccc1)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C1=NC(=O)CS1)c1ccc(cc1)OC)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C1=NC(=O)CS1)c1ccc(cc1)OC)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C1=NC(=O)CS1)c1ccc(cc1)Oc1ccccc1)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C1=NC(=O)CS1)c1ccc(cc1)Br)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C1=NC(=O)CS1)c1ccc(cc1)Br)O)O
c1(c(c(c(c(c1)c1oc(cn1)c1cc(c(cc1)OC)Br)Br)Br)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C(=O)CCC)c1ccc(cc1)Br)O)O
c1c(c(cc(c1)[C@H]1CC(=NN1C(=O)C(CO)(CO)C)c1ccccc1)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1C(=O)C(CO)(CO)C)c1ccccc1)O)O
c1c(c(cc(c1)[C@@H]1CC(=NN1c1ccccc1)c1ccc(cc1)OC)O)O
c1cccc(c1)c1sc(nn1)NC(=O)c1ccc(cc1)OC
c1c(ccc(c1)c1oc(nn1)NC(=O)c1ccc(cc1)OC)OC
c1(c(ccc(c1)c1oc(nn1)NC(=O)c1ccccc1)OC)OC
c1(c(ccc(c1)c1oc(nn1)NC(=O)c1ccc(cc1)C)OC)OC
c1c(ccc(c1)c1oc(nn1)NC(=O)c1ccccc1)OCc1ccccc1
c1c(ccc(c1)c1oc(nn1)NC(=O)c1ccc(cc1)C)OCc1ccccc1
c1c(ccc(c1)c1oc(nn1)NC(=O)c1ccc(cc1)CC)OCc1ccccc1
c1c(ccc(c1)c1oc(nn1)NC(=O)c1cccc(c1)C)OCc1ccccc1
c1c(ccc(c1)c1oc(nn1)NC(=O)c1ccc(cc1)OC)OCc1ccccc1
